content,score,at,clean_no_stem,clean_stem,skor_base,label_base,skor_domain,label_domain,label,split
"hari hari masalah di jaringan, padahal bagus aja jaringan gw, skill tiba-tiba keluar sendiri,delay, masih mending jaringan gw bemasalah, dan lagi untuk system pemilihan lane. Padahal match terbanyak mid tapi tetep aja yang dipilih pasti bukan di mid. disuruh ganti jaringan? jaringan bagus saya sudah bagus banget tetap aja ngelag main game game lain lancar lancar aja padahal better MLA or MCGG",1,2026-07-26 14:41:03,hari hari masalah jaringan padahal bagus aja jaringan skill tiba tiba keluar sendiri delay mending jaringan bemasalah system pemilihan lane padahal match terbanyak mid tetep aja dipilih bukan mid disuruh ganti jaringan jaringan bagus bagus banget tetap aja ngelag main game game lancar lancar aja padahal better mla or mcgg,hari hari masalah jaring padahal bagus aja jaring skill tiba tiba keluar sendiri delay mending jaring basa system pilih lane padahal match banyak mid tetep aja pilih bukan mid suruh ganti jaring jaring bagus bagus banget tetap aja ngelag main game game lancar lancar aja padahal better mla or mcgg,-13.0,Negatif,-1.0,Negatif,Negatif,train
game yang cuma bisa bikin stres doang sekali kala ya kalah terus dapat MVP kalah doang gw,1,2026-07-26 14:40:38,game cuma bikin stres doang sekali kala kalah terus mvp kalah doang,game cuma bikin stres doang sekali kala kalah terus mvp kalah doang,-14.0,Negatif,-14.0,Negatif,Negatif,train
kenapa jaringan ku lag tiap main? dalam satu match mau sampai 4 kali lag. apa tanggapan Klian?,1,2026-07-26 14:40:25,jaringan ku lag tiap main satu match mau kali lag apa tanggapan klian,jaring ku lag tiap main satu match mau kali lag apa tanggap klian,5.0,Positif,-1.0,Negatif,Negatif,train
tolong kurang i map baru yang menambah kegampangan ini game,3,2026-07-26 14:39:44,kurang i map baru menambah kegampangan game,kurang i map baru tambah gampang game,2.0,Positif,2.0,Positif,Positif,train
montoon bang--- selalu ngasih tim sampah mentok epic dikasih lawan mantan immortal,1,2026-07-26 14:39:23,moonton bang selalu ngasih tim sampah mentok epic dikasih lawan mantan immortal,moonton bang selalu ngasih tim sampah mentok epic kasih lawan mantan immortal,-16.0,Negatif,-16.0,Negatif,Negatif,train
bodo x dapat masuk game,1,2026-07-26 14:38:43,bodo x masuk game,bodo x masuk game,-6.0,Negatif,-6.0,Negatif,Negatif,test
game hebad,5,2026-07-26 14:37:48,game hebad,game hebad,2.0,Positif,2.0,Positif,Positif,train
game kont setiap main ls bnyk epic pantesan di plagiat orang game sebelah lebih adil,1,2026-07-26 14:37:48,game kont main losestreak bnyk epic pantesan plagiat orang game sebelah lebih adil,game kont main losestreak bnyk epic pantesan plagiat orang game belah lebih adil,0.0,Negatif,0.0,Negatif,Negatif,train
busuk game busuk main solo dapet team kyak monyet semua,1,2026-07-26 14:36:19,busuk game busuk main solo dapet team kyak monyet semua,busuk game busuk main solo dapet team kyak monyet semua,-9.0,Negatif,-9.0,Negatif,Negatif,test
"suka tiba-tiba ngelag padahal ping hijau terus main mode rank musuh tim jago sedangkan tim sendiri hancur, di report cuma pengurangan kredit skor padahal itu yg sy report melakukan kesalahan fatal dan bukan cuma satu kadang 2 orang yg melakukan feed dgn sengaja",1,2026-07-26 14:36:12,suka tiba tiba ngelag padahal ping hijau terus main mode rank musuh tim jago tim sendiri hancur report cuma pengurangan kredit skor padahal report melakukan kesalahan fatal bukan cuma satu kadang orang melakukan feed sengaja,suka tiba tiba ngelag padahal ping hijau terus main mode rank musuh tim jago tim sendiri hancur report cuma kurang kredit skor padahal report laku salah fatal bukan cuma satu kadang orang laku feed sengaja,-17.0,Negatif,-20.0,Negatif,Negatif,train
game hama anj,1,2026-07-26 14:32:19,game hama anj,game hama anj,-1.0,Negatif,-1.0,Negatif,Negatif,train
satu kata aja muntun kalo ngasih tim yang bener,5,2026-07-26 14:31:56,satu kata aja moonton kalau ngasih tim bener,satu kata aja moonton kalau ngasih tim bener,0.0,Positif,0.0,Positif,Positif,train
"game paling gak adil. katanya udah diperbaiki sistem draftnya nyatanya 0 gak berubah dari dulu, game dengan sistem terburuk sepanjang masa, ""jangan pernah download game ini"", ayo bareng2 kasih bintang 1",1,2026-07-26 14:31:46,game paling tidak adil katanya udah diperbaiki sistem draftnya nyatanya tidak berubah dulu game sistem terburuk sepanjang masa jangan pernah download game ayo bareng kasih bintang,game paling tidak adil kata udah baik sistem draftnya nyata tidak ubah dulu game sistem buruk panjang masa jangan pernah download game ayo bareng kasih bintang,-12.0,Negatif,-12.0,Negatif,Negatif,train
kasih kalah teruss nih game kasih lawan gak ngotak jir,1,2026-07-26 14:31:03,kasih kalah teruss nih game kasih lawan tidak ngotak jir,kasih kalah teruss nih game kasih lawan tidak ngotak jir,-11.0,Negatif,-11.0,Negatif,Negatif,train
"sinyal gk stabil padahal ping hijau ditambah matchmaking tidak seimbang udah sering kali saya kirim perbandingan masih saja begitu, pikirkan kebahagiaan para player saya anaknya yg punya play store saya suruh hapus ini game nanti",1,2026-07-26 14:31:00,sinyal tidak stabil padahal ping hijau ditambah matchmaking tidak seimbang udah sering kali kirim perbandingan pikirkan kebahagiaan player anaknya punya play store suruh hapus game,sinyal tidak stabil padahal ping hijau tambah matchmaking tidak imbang udah sering kali kirim banding pikir bahagia player anak punya play store suruh hapus game,-1.0,Negatif,-1.0,Negatif,Negatif,train
bagus sih,5,2026-07-26 14:29:57,bagus sih,bagus sih,-2.0,Negatif,3.0,Positif,Positif,train
Bagus Game a.,5,2026-07-26 14:29:47,bagus game a,bagus game a,0.0,Positif,5.0,Positif,Positif,train
banyak pemain yg gk jelas dan menyebabkan kan lag,1,2026-07-26 14:29:35,banyak pemain tidak jelas menyebabkan kan lag,banyak main tidak jelas sebab kan lag,-6.0,Negatif,-9.0,Negatif,Negatif,train
game jeleq mnding main babybus,1,2026-07-26 14:29:29,game jeleq mnding main babybus,game jeleq mnding main babybus,2.0,Positif,2.0,Positif,Positif,train
"akun saya tiba-tiba hilang, padahal sore tanggal 24 juli 2026 masih maen, ketika login lagi malam nya malah di suruh bikin akun baru, saya udah 3 akun hilang semua ntah gara-gara apa, sedangkan saya tidak pernah memakai cheat, dan transaksi legal, tolong kerjasamanya ini akun saya yang terakhir malah ikut ilang, MOONTON MAKIN LAMA MAKIN GAK JELAS, MAU PEMULIHAN AKUN AJA HARUS TAU KAPAN PERTAMA MENDOWNLOAD MLBB SEDANGKAN AKUN GUA DI KASIH SAMA TEMEN DAN AKUN GOOGLE NYA JUGA SUDAH DI HAPUS.",1,2026-07-26 14:29:22,akun tiba tiba hilang padahal sore tanggal juli maen login malam nya malah suruh bikin akun baru udah akun hilang semua ntah gara gara apa tidak pernah memakai cheat transaksi legal kerjasamanya akun terakhir malah ikut ilang moonton makin lama makin tidak jelas mau pemulihan akun aja tau kapan pertama mendownload mlbb akun kasih sama temen akun google nya hapus,akun tiba tiba hilang padahal sore tanggal juli maen login malam nya malah suruh bikin akun baru udah akun hilang semua ntah gara gara apa tidak pernah pakai cheat transaksi legal kerjasamanya akun akhir malah ikut ilang moonton makin lama makin tidak jelas mau pulih akun aja tau kapan pertama mendownload mlbb akun kasih sama temen akun google nya hapus,-30.0,Negatif,-30.0,Negatif,Negatif,train
"muntun mw tanya disuru sena nanya, kenapa recal guin kof(king of fighter) nungging?",1,2026-07-26 14:28:55,moonton mw tanya disuru sena nanya recal guin kof king of fighter nungging,moonton mw tanya disuru sena nanya recal guin kof king of fighter nungging,-1.0,Negatif,-1.0,Negatif,Negatif,train
"ngelaggg sinyallll nya tooqqqqqqq,",5,2026-07-26 14:28:55,ngelagg sinyall nya tooqq,ngelagg sinyall nya tooqq,0.0,Positif,0.0,Positif,Positif,train
game gk jelas tidak adil banyak dark sistem sengaja monton gila,1,2026-07-26 14:25:45,game tidak jelas tidak adil banyak dark sistem sengaja moonton gila,game tidak jelas tidak adil banyak dark sistem sengaja moonton gila,-19.0,Negatif,-19.0,Negatif,Negatif,train
saya belajar dari kekalahan dan saya bisa mencapai impian saya,5,2026-07-26 14:24:53,belajar kekalahan mencapai impian,ajar kalah capai impi,6.0,Positif,6.0,Positif,Positif,train
"nggak jelas sering dapat teman drak sistem pokoknya nggak jelas main sendiri kalah gara gara teman drak sistem nggak jelas memegang padahal renk masih mythic Mawi tapi dapat musuh mythic honor kadang imo emang ga jelas coba tuh kasih teman sama musuh yang setara renk gitu nah gimana sih ini hadehhhh ,mana time yang di kasihh to*** semua lagiii emang g****",1,2026-07-26 14:24:34,tidak jelas sering teman drak sistem pokoknya tidak jelas main sendiri kalah gara gara teman drak sistem tidak jelas memegang padahal renk mythic mawi musuh mythic honor kadang imo emang tidak jelas coba tuh kasih teman sama musuh setara renk gitu nah gimana sih hadehh mana time kasihh to semua lagii emang g,tidak jelas sering teman drak sistem pokok tidak jelas main sendiri kalah gara gara teman drak sistem tidak jelas pegang padahal renk mythic mawi musuh mythic honor kadang imo emang tidak jelas coba tuh kasih teman sama musuh tara renk gitu nah gimana sih hadehh mana time kasihh to semua lagi emang g,-40.0,Negatif,-40.0,Negatif,Negatif,train
terlalu banyak anak' binatang yang bermain game ini jadi saya selalu emosi tolong Ben anak' binatang dari game ini🙏,2,2026-07-26 14:23:55,terlalu banyak anak binatang bermain game jadi selalu emosi ben anak binatang game emoji_netral,terlalu banyak anak binatang main game jadi selalu emosi ben anak binatang game emoji_netral,-7.0,Negatif,-7.0,Negatif,Negatif,train
"knp setiap malam mau main tidak bisa login, sedangkan waktu siang pas jam kerja malah bsa. sumpah kesel banget, tolong dong ini harus di gimanain biar bsa main malem hari, jaringan lancar banget bsa di pake buat ap saja tpi buat login doang g bsa.",3,2026-07-26 14:23:21,malam mau main tidak login waktu siang pas jam kerja malah bsa sumpah kesel banget dong gimanain bsa main malem hari jaringan lancar banget bsa pake buat ap tpi buat login doang g bsa,malam mau main tidak login waktu siang pas jam kerja malah bsa sumpah kesel banget dong gimanain bsa main malem hari jaring lancar banget bsa pake buat ap tpi buat login doang g bsa,2.0,Positif,2.0,Positif,Positif,train
"game gila kalah terus, apa coba Miya roam 😡😡",1,2026-07-26 14:22:12,game gila kalah terus apa coba miya roam emoji_negatif emoji_negatif,game gila kalah terus apa coba miya roam emoji_negatif emoji_negatif,-10.0,Negatif,-10.0,Negatif,Negatif,train
"game apa ini, temen dsek system semua, sekali nya di tim musuh jago banget, sekali dapat tim jago malah ada yang afk, sumpah gajelas banget",1,2026-07-26 14:21:03,game apa temen dsek system semua sekali nya tim musuh jago banget sekali tim jago malah afk sumpah gajelas banget,game apa temen dsek system semua sekali nya tim musuh jago banget sekali tim jago malah afk sumpah gajelas banget,-10.0,Negatif,-12.0,Negatif,Negatif,train
boloe gadue utek kabeh,1,2026-07-26 14:20:15,boloe gadue utek kabeh,boloe gadue utek kabeh,-2.0,Negatif,-2.0,Negatif,Negatif,train
"game seru, bisa buat nengin pikiran",5,2026-07-26 14:18:04,game seru buat nengin pikiran,game seru buat nengin pikir,3.0,Positif,6.0,Positif,Positif,test
"tolong monton lu kasi temen epick Mulu , sdngkan musuh dah di legend semua . lu bisa kasi game yg se imbang ga babi . cape 3 game ktmu darksistem Mulu .",1,2026-07-26 14:17:46,moonton kamu kasi temen epick mulu sdngkan musuh legend semua kamu kasi game se imbang tidak babi cape game ktmu darksistem mulu,moonton kamu kasi temen epick mulu sdngkan musuh legend semua kamu kasi game se imbang tidak babi cape game ktmu darksistem mulu,-13.0,Negatif,-13.0,Negatif,Negatif,train
sangat seru!!,5,2026-07-26 14:16:31,sangat seru,sangat seru,-2.0,Negatif,1.0,Positif,Positif,train
game lol gajelas ngelag,1,2026-07-26 14:16:16,game lol gajelas ngelag,game lol gajelas ngelag,2.0,Positif,-1.0,Negatif,Negatif,train
"assalamualaikum, kalo dijawab aku kasih bintang 5",1,2026-07-26 14:14:39,assalamualaikum kalau dijawab aku kasih bintang,assalamualaikum kalau jawab aku kasih bintang,4.0,Positif,4.0,Positif,Positif,test
"Gw kurangi 1 bintang, game moba terencana system, yg mana draftpick hero diatur system sehingga yg sering jam main akan digabung dgn pemula yg hanya sekedar main, untuk naik tingkat rank harus stress karena 76%kalah menangnya 24%. Gw yakin semakin banyak yg pindah game. Karena game ini bukan moba player tapi moba system. Darkpicksystem so bad. Gameyg akan bikin stress buat solo player. Komentar ke pemain yg jelek skillnya aja kenak ban 2 jam 4 pertandingan. Jadi komentar sekarang dibatasi ya.",1,2026-07-26 14:13:45,kurangi bintang game moba terencana system mana draftpick hero diatur system sering jam main digabung pemula sekedar main naik tingkat rank stress kalah menangnya yakin semakin banyak pindah game game bukan moba player moba system darkpicksystem so bad gameyg bikin stress buat solo player komentar pemain jelek skillnya aja kenak ban jam pertandingan jadi komentar sekarang dibatasi,kurang bintang game moba rencana system mana draftpick hero atur system sering jam main gabung mula dar main naik tingkat rank stress kalah menang yakin makin banyak pindah game game bukan moba player moba system darkpicksystem so bad gameyg bikin stress buat solo player komentar main jelek skillnya aja nak ban jam tanding jadi komentar sekarang batas,-10.0,Negatif,-10.0,Negatif,Negatif,train
game terbaik,5,2026-07-26 14:12:23,game terbaik,game baik,7.0,Positif,7.0,Positif,Positif,train
tolong bersikan draksistem plis saya Uda muak sampai hp saya pecahin Karna tim draksistem semua tolong berikan petunjuk,1,2026-07-26 14:11:47,bersikan draksistem plis uda muak handphone pecahin tim draksistem semua berikan petunjuk,bersikan draksistem plis uda muak handphone pecahin tim draksistem semua ikan tunjuk,-12.0,Negatif,-12.0,Negatif,Negatif,train
"GG nih game, gak akan pernah mati, gak kayak game sebelah yang isinya cuma event tapi sistem gamenya gak di benerin",5,2026-07-26 14:11:45,gg nih game tidak pernah mati tidak kayak game sebelah isinya cuma event sistem gamenya tidak benerin,gg nih game tidak pernah mati tidak kayak game belah isi cuma event sistem gamenya tidak benerin,-20.0,Negatif,-17.0,Negatif,Negatif,train
Menurut saya game ya sangat bagus dan cukup menghibur untuk waktu luwang ku tapik sulit untuk naik ki reng,2,2026-07-26 14:11:23,game sangat bagus cukup menghibur waktu luwang ku tapik sulit naik ki reng,game sangat bagus cukup hibur waktu luwang ku tapik sulit naik ki reng,-6.0,Negatif,-1.0,Negatif,Negatif,test
gem tolol,1,2026-07-26 14:10:36,gem tolol,gem tolol,-5.0,Negatif,-5.0,Negatif,Negatif,train
baguss banget tapi kurang nya kalau misal waktu main ada urusan penting bgt tapi Gabole afk dikit pun itu bikin ribet banget sumpah bikin suatu mode agar kita bisa afk dengan aman dong kek waktu kita mengaktifkan mode afk ada bot (AI) yang memainkan player kita dan saat kita mematikan mode tersebut bot (AI) akan hilang itu aja sih saran ku :),5,2026-07-26 14:09:37,baguss banget kurang nya kalau misal waktu main urusan penting banget gabole afk dikit bikin ribet banget sumpah bikin suatu mode afk aman dong kek waktu mengaktifkan mode afk bot ai memainkan player mematikan mode tersebut bot ai hilang aja sih saran ku,baguss banget kurang nya kalau misal waktu main urus penting banget gabole afk dikit bikin ribet banget sumpah bikin suatu mode afk aman dong kek waktu aktif mode afk bot ai main player mati mode sebut bot ai hilang aja sih saran ku,-17.0,Negatif,-23.0,Negatif,Negatif,test
game jelek,1,2026-07-26 14:08:00,game jelek,game jelek,-3.0,Negatif,-3.0,Negatif,Negatif,train
tolong masalah jaringan di perbaiki ....masak wifiku bagus ping naik turun,1,2026-07-26 14:07:47,masalah jaringan perbaiki masak wifiku bagus ping naik turun,masalah jaring baik masak wifiku bagus ping naik turun,-8.0,Negatif,-3.0,Negatif,Negatif,train
seru banget mobil legenda bang bang gamenya lumayan sulit tapi seru banget,5,2026-07-26 14:06:31,seru banget mobil legenda bang bang gamenya lumayan sulit seru banget,seru banget mobil legenda bang bang gamenya lumayan sulit seru banget,2.0,Positif,8.0,Positif,Positif,train
game bodoh. ngasi musuh ga seimbang. Nemu tim bodoh Mulu. emang montoon ga layak di kasi bintang 5,1,2026-07-26 14:06:21,game bodoh ngasi musuh tidak seimbang nemu tim bodoh mulu emang moonton tidak layak kasi bintang,game bodoh ngasi musuh tidak imbang nemu tim bodoh mulu emang moonton tidak layak kasi bintang,-18.0,Negatif,-18.0,Negatif,Negatif,train
