content,score,at
"apasih, suka baget jaringan jelek padahal jaringannya bagus anehh",1,2026-07-26 05:17:10
"woi game ajg , bikin sistem yang bener dikit lah ,yakali ketemu cheater terang""an gak di banned ,di report berlima gak ada tanggapan ,mending hapus aja sekalian ni game kalo gak niat bikinn sistem",1,2026-07-26 05:16:50
gamenya buruk jaringannya tidak bisa buruk tidak bisa main buruk dan matchmaking nya lama heronya dikit aku padahal mau naik ke epic malah dikasih kutukan nggak adil dong game apa masa kutukannya itu aku sebenarnya belum belum apa itu namanya belum mau ke epic tapi sudah dikasih ritual kutukan moonton emang game Dajjal kalau aku afk dikasih apa itu afk nya dikurangin kalau mau main lagi kayak di record dan kalau sudah anu apa itu namanya kalau sudah kembali ke gamenya itu ngelag banget jaringan,1,2026-07-26 05:15:37
👍👍,5,2026-07-26 05:14:56
moonton pls balikin akun ml gw cuma karna engga on 1 bulan udh ke ban anj lo,1,2026-07-26 05:14:49
lag lag,1,2026-07-26 05:14:41
rame baget untuk di painkin,5,2026-07-26 05:13:54
tolong benerin wok ngelag sama stuck logo cik,4,2026-07-26 05:13:21
tim nya jelas dikit lah moonton,5,2026-07-26 05:13:21
game ini sangat ramah lingkungan dan bagi orang yang mudah emosi pasti dia bahagia,5,2026-07-26 05:10:56
"gk ush main ni game guys, kalau bisa kita sma sama hpus ni game biar delvpnya bangkrut, matchingnya sangat buruk, kalau pengalaman saya bgitu ya, saya sudah tamat (IMO), dan game ini banyak player curang seperti joki dll, dan bugnya banyak, walau kalian main ditier tinggi pun bakal tetep aja ada player yg gabisa main alias dongo, sekian ulasan dri saya",1,2026-07-26 05:10:33
jangan download game dengan sistem palyer solo yg rusak jika kamu ingin bermain sendiri tidak di sarankan soalnya sistem nya rusak dan sudah 41 season tidak pernah di perbaiki,1,2026-07-26 05:10:01
"akun saya di retas dan di ban sama montoon, setelah ajukan banding tidak ada tindak lanjut. kecewa karena bukan kesalahan saya. padahal games ini favorite saya",2,2026-07-26 05:09:41
suka,5,2026-07-26 05:09:40
"Game nya bagus tapi, player nya Tolong di hapus",3,2026-07-26 05:09:31
bagus cocok dicoba,5,2026-07-26 05:08:25
"BENCI BGT, TIAP KALI MAIN STUCK DI LOADING SCREEN 0% SEMUA, TRS KADANG AKU SENDIRI 0% KADANG STUCK 27% DOANG, TRUS GA MULAI² JDINYA HISTORI KU AFK, PAS RELOG BILANGNYA ""Menghubungkan ke pertandingan"" UDAH DITUNGGU 5 MENIT GA MULAI², UDH TEKAN MAIN² TERTULIS ""berada di lobby"" MUAK BGT, PAS MAIN GAME LAIN, APK LAIN, LANCAR, SINYAL LANCAR, WIFI LANCAR, KUOTA LANCAR, HP LANCAR, DI ML MALAH LAG BGT YAALLAHH HUAAA....",1,2026-07-26 05:08:12
Beri rasa respect ke user exp lane,1,2026-07-26 05:08:05
Game gak jelas jaringan gua ngestuck dari awal pertandingan sampai end game padahal tim sama musuh biasa² aja,1,2026-07-26 05:08:02
ya2 udh bgs gameny,5,2026-07-26 05:07:28
"game nya GK jelek banyak dark sistem, di instal lama, banyak bullying, dan masih banyak lagi",1,2026-07-26 05:05:56
"saran aja, benerin dulu matchmaking dan ban para citer, jangan terlalu fokus sama skin dan event.",1,2026-07-26 05:05:39
"akun besar ketemu akun kecil ,,tolong diperbaiki",2,2026-07-26 05:05:36
gamenya sangat seru dan anti bosen dan kedepannya updatenya harus lebih bagus yah!!🔥🔥,5,2026-07-26 05:05:28
mantap,5,2026-07-26 05:04:18
"gamenya tolong di perbaiki udah 2 hari setiap main merah Mulu padahal sinyal bagus tapi pas main merah gak ada sinyal hijau atau kuning gak ada,baru mulai gamenya langsung merah ms sinyalnya nyetak di 234 Mulu bete gw",2,2026-07-26 05:04:10
mohon maaf saya uninstall apk nya karena pertandingan yang sangat tidak sebanding dengan tim lawan yang tim saya aneh tim lawan keras keras itu membuat saya emosi kalok ke depannya makin bagus saya bakal main lagi🙏🙏🙏,5,2026-07-26 05:03:07
aku suka aja sih jadi gitu lah lima bintang selamat mlbb,5,2026-07-26 05:02:30
p min ini adalah seson terakhir ku min thanks ya min udh menghibur ku aku pensi karena ls min 😁😁😁,5,2026-07-26 05:02:00
matchmaking ampas.,3,2026-07-26 05:01:58
game bikin stress,1,2026-07-26 05:01:38
geme nya bagus aku udh main dari lama juga tapi tolong banget buat moonton musuh nya jagang yang susah yang seimbang aja aku dapet musuh jago jago bngt jadinya kalah terus,2,2026-07-26 05:01:33
mulai gak bisa login kok gak bisa login game apaan gak bisa login,1,2026-07-26 05:00:56
"sistem matching ga adil dan sangat payah sekali, puluhan kali dikasih kalah dan dikasih tim bot /AI, begini kah kualitas game yang ramai di indo? 😂👎",5,2026-07-26 05:00:20
gamee yg tidak seimbang mecmeking nya ketemu nya tim ga bener trus padhal saya udh coba menangin game nya tim nya masih gada yg bnr,1,2026-07-26 04:59:05
"dapat tim nya ga pernah seimbang, tim musuh jago tim kita kaya apalah",1,2026-07-26 04:58:18
game kontollllll ngasih tim gk jelas memekk,1,2026-07-26 04:57:28
endk baguss pilih kasih muak,1,2026-07-26 04:56:31
di kasih lawan tim yang tolol semu mua,1,2026-07-26 04:55:24
"kredit skor saya turun ke 81 karena sistem montoon bermasalah, yaitu setelah draft pick saya otomatis kembali ke lobby dan mengakibatkan afk. Sampai sekarang GK ada tanggapan dari masalah tersebut. saya memberikan bintang 1 sudah termasuk baik.",1,2026-07-26 04:52:28
knp sih ya pengin uinstal gem ini banget,1,2026-07-26 04:51:54
"moonton benerin sistem matchmaking nya, tim yg gak seimbang atau berat sebelah ke pihak musuh",2,2026-07-26 04:50:55
jujur gw setiap maw main di rank gk pernah naik naik terus weh setak di legend ketemunya timnya kayak komputer pas gw lihat akun tim gw setelah pertandingan ternyata ranknya GM pantes gw kalah musuhnya ternyata legend 1 sedangkan gw timnya GM sama epik. plis lah monton cari tim yang adil buat maw rank🙏🙏,1,2026-07-26 04:48:31
gamenya bagus kok aku suka yang aku gak suka kenapa kalau main rank di epic susah banget naikin nya apa lagi yang mainin bocil,5,2026-07-26 04:48:10
kalah mulu game sampah ngelag patah2,1,2026-07-26 04:46:47
game aneh tim ga pernah seimbang,1,2026-07-26 04:46:44
jangan main game ini udah late game gak pake sepatu di lambatin sama mlbbnya gantian di awal dicepetin jalannnya pas lagi di awal error,1,2026-07-26 04:45:04
"matchmakingnya IMBANG BANGET, masa tim ex HONOR, musuh IMO. wah ADIL BANGET JIR",1,2026-07-26 04:43:25
lag parah padahal ms kecil.merusak pengalaman main perbaiki itu jangan cuma ngeluarin skin doang servernya juga perbaiki,1,2026-07-26 04:42:14
ngasih team yg bner woy kntln,5,2026-07-26 04:42:00
seru banget woylah😹,5,2026-07-26 04:41:33
game tlol ajng setiap pertandingan ga ada yg bener ga adil sama sekali antara rank tim lawan dan tin sendiri,1,2026-07-26 04:41:14
game ini sangat bagus dan bang dereame dan neerhays pun jago main ini saya juga suka,5,2026-07-26 04:41:03
hadeh game rusak masa dikasih tim bot sedangkan musuhnya jago ga masuk akal banget sampe lostrak 8x,1,2026-07-26 04:39:13
mantap,5,2026-07-26 04:38:25
"game busuk banyak sekali bot, pantas mendapat bintang 1",1,2026-07-26 04:37:52
EMG parah,5,2026-07-26 04:37:14
game gak seimbang,5,2026-07-26 04:37:13
Setiap di tengah pertandingan pasti ngeleg...,2,2026-07-26 04:36:39
sangat seruu apa lagii klo lagi mabar beh enak banget walaupun klo kalah stres sih😭🎀🍭,5,2026-07-26 04:36:18
kasih tim yang bener kek gw glory tim gw mytic honor katanya seimbang mana dapet tim kek orang baru belajar maen mbud,1,2026-07-26 04:36:16
"ini game seru kalau kalah wajar game kalaumenang alhamdulilah ,sory yang nonmuslim😁",5,2026-07-26 04:35:31
bagus,5,2026-07-26 04:33:42
bagus game nya,5,2026-07-26 04:32:05
game gk jelas,1,2026-07-26 04:30:57
"cukup seru, banyakin event free gt, mb nya jg kbanyakan ( makan memo)",4,2026-07-26 04:27:58
game tai,1,2026-07-26 04:27:48
mantap matchmaking nya seimbang banget🤗😁,1,2026-07-26 04:27:42
udah imo belum?,4,2026-07-26 04:25:48
sangat senang main mobile legends,5,2026-07-26 04:25:17
saya memberi bintang 1 kerana tidak adil kerana Tim lawan pro Dann Tim saya tidak pro saya akan doakan game anda yang tidak baik kalo masih kayak gini.,1,2026-07-26 04:23:11
"dear moonton We represent all Mobile Legend players and realize that the change in lore between Kagura and Hayabusa makes Kagura seem to have lost her identity. Kagura, who is an Omnyouji girl, does not feeling that she is a graceful omyouji girl and her close relationship with hayabusa due to the change in lore, therefore we hope that you can restore your identity Kagura and her loving relationship with Hayabusa, Hayabusa and Kagura's relationship as an original couple, deserves to be apprecia",1,2026-07-26 04:22:46
game nya tolol bikin stress kalau ngasih tim tu yang benar lah ini ngasih tim yang dark sistem bikin game kaya orang tolol mending kata gua pindah game daripada Streess,1,2026-07-26 04:22:37
semoga saya di kasih menang terus ya nonton udah saya kasih bintang 5,5,2026-07-26 04:20:18
game nya bagus 😀,5,2026-07-26 04:19:59
"hilang sinyal kena sanksi, masuk lobby gak bisa bisa. akhirnya dibilang afk. kayaknys urang pas.",2,2026-07-26 04:18:50
bagus banget game nya thankyou moonton tapi mines nya jaringan di game nya sering lag aja sih padahal jaringan di hp ok ok aja selebih nya keren banget 🤩🤩🤩,4,2026-07-26 04:18:33
saran gw jangan download game ini bikin stress percaya ama gw,1,2026-07-26 04:17:49
"gajelas ni game pantes banyak player yang pindah ke HOK,gw push rank jam 20.00 sampai jam 02.00 bintang stack di 51 ,di kasih tim yang dark sistem terus,pernah satu kali gw main solo malah ketemunya parti apakah itu adil moonton?",1,2026-07-26 04:16:22
woi leg banget jaringan bagus gua kalah karna leg ga bisa def tolong benahi plissss jangan nambah skin mulu,1,2026-07-26 04:16:12
geme ini sangat sangat seru untuk dimainkan dengan teman dan keluarga dan mlbb ini banyak event nya yang sangat seru semogaa geme ini sukses di tahun 2026 ini aminnn,5,2026-07-26 04:16:03
jangan ada yang bucin,5,2026-07-26 04:16:02
seru,5,2026-07-26 04:15:57
saya dapet tim draksistem selalu kalah jangan ada yg main ini lagi,1,2026-07-26 04:14:07
game nya banyak dark sistem,1,2026-07-26 04:13:54
ml ini bagus,5,2026-07-26 04:13:31
dibilang jangan mati lama dikasih tau malah gak nurut,1,2026-07-26 04:11:35
"matchmaking parah gua main stuck d b32 ke b22 itu juga gw naik turun dulu lama banget sampe ls ke 20x nya, bukan cuma gw temen gw aja dari b16 ke b3. padahal posisi maen gak pernah troll tapi ada aja anomali di tim yang bikin kalah, selama ada event SF gw masi mainin tapi kalo dah beres skip dah banyak bot kayak game sebelah malah lebih parah kayaknya. pertahanin aja bot nya sampe game lo anjlok ton monton",1,2026-07-26 04:11:17
menang sekali kalah lima kali memang mirip dengan yang buat 🐷 tidak disarankan untuk gampang emosi,1,2026-07-26 04:11:09
game nya bagus,5,2026-07-26 04:10:52
moonton kenapa saat aku mendownload ML versi dulu kenapa disuruh update giliran orang lain tidak disuruh update aku padahal ingin mencoba ML yang dulu karena dulu aku telah meninggalkannya kenapa saat aku download disuruh update moonton padahal aku hanya ingin mencoba ML yang dulu,4,2026-07-26 04:10:02
seru banget MVP sknnya bagussssssss,5,2026-07-26 04:10:02
semoga game ini cepet bangkrut,1,2026-07-26 04:08:52
game nya bagus ada Hero heroan nya ada sistem rank tapi ada satu yang kurang yaitu komunitas game ini gak sehat kalo main jelek langsung di kata katain,5,2026-07-26 04:08:41
game nya seru tapi masih banyak drak sistem,5,2026-07-26 04:08:12
coba sebeluk update lu pastiin dulu anj jangan update tampilan aja anj dari sistem nya juga bahkan dari segi matcmaking aja gabecus,3,2026-07-26 04:08:01
monton gatel,2,2026-07-26 04:07:15
game nya bikin emosi teruss,2,2026-07-26 04:06:49
"kasih tim gajelas, kasih ls, mahal skin nya gatau diri🙄",1,2026-07-26 04:06:14
game ini sangat seru sekali aku sampai ketagihan main mobilejen senang sekali bermain bersama mobilejen seru sekali game ini semoga game ini bisa bertahan sampai akhir zaman amin,5,2026-07-26 04:05:56
seru bangett apalagi ngrbantai musuh nya,5,2026-07-26 04:05:50
game jelek,1,2026-07-26 04:04:30
game terburuk,1,2026-07-26 04:04:22
game Dajjal setiap mau naik rank di kasih musuh jago,3,2026-07-26 04:03:32
gw kalo main pasti di kasih tim bot mulu cape gw ron monton kasih gw menang lah🤬,1,2026-07-26 04:03:00
geme ini sangat lah bagus dan pelayer nya juga ramah sekali tapi gak di sarankan untuk orang biyasa 😊,2,2026-07-26 04:02:31
"ayolah ,pembagian team nya yng ngotak lah ,masa team gw kek pler maennya ,team sebelah malah Jgo jgo terus jaringan nya ,pas ngk war aman ,pas war/situasi penting malah ngelag ,ayolah muntun ,dlu gw main di mitik aman aman aj di season lalu ,ngapa sekarang Dapet dark system nya",1,2026-07-26 04:02:20
"gamenya bagus tapi tolong perbaiki jaringannya, sama kalau keluar dari game terus menghubungkan kembali tolong kalau menghubungkan ke server di percepat saya main rank gak dianggap main terus di anggap afk gara-gara re-log",4,2026-07-26 04:00:06
sangat bagus,5,2026-07-26 03:59:46
mantapp,5,2026-07-26 03:59:15
ramah,5,2026-07-26 03:59:06
gem penambah setres bukan penghilang stres ******,1,2026-07-26 03:59:03
"BACA INI SIALAN!! matchmaking tidak adil, saya selalu diberi tim jelek dan anggota tim yang sengaja troll padahal main di mode ranked, saya selalu diberi menang 2x saat legend 1 *3, tapi habis itu saya dikasih kalah lagi, ini game sialan! sekarang banyak kata kata yang dibatasi di chat in game, padahal dulu tidak",5,2026-07-26 03:58:41
game paling aneh algoritma aneh semoga mlbb terkena musibah,1,2026-07-26 03:58:07
ini game Napa dah pas ngreng ngelag dan mecth tidak seimbang,1,2026-07-26 03:57:56
GAME RUSAK MASA GUE DONLOWT G BISA2 NGESTAK DI 98 KALO ENGGA NGESTAK DI 97 GAME BURIK GAME RUSAK TOLONG DI PERBAIKI Y MONTON,1,2026-07-26 03:57:55
NGSIH TIM YANG JELAS GAJELAS KALI NGASIH TIM BOCHA LAWAN KERAS,1,2026-07-26 03:57:15
Baguss karakter nya ada yang lucu ada yang serem,5,2026-07-26 03:57:08
game nya seru banget,5,2026-07-26 03:55:57
tim kayak kon,5,2026-07-26 03:55:42
gem ini kalah terus aku mau win malah kalahhh,1,2026-07-26 03:54:55
uninstall,1,2026-07-26 03:54:02
gamenya bagus cocok banget di mainin semoga gamenya banyak dimainin yah walaupun ada komentar yang mengkritik game ini tapi tetap terus semangat moonton aku selalu mendukungmu👍👍,5,2026-07-26 03:53:56
"ketemu dark sistem mulu, musuhnya pro tidak sebanding sama rank ku👎",2,2026-07-26 03:51:31
"game gajelas dikasih tim yang gak bener trus rank lawan ga setara sm rank kita, banyak cheater pula jangan di download guys bikin stres",1,2026-07-26 03:51:20
"game yg tidak seimbang saya mendapatkan lawan ex IMO tingal 1 bintang lagi naik glory saya ketemu ex IMO+ musuh global dan teman gue mitik biasa tolong di perbaiki lagi sistem ny, banyak sekali player yg bertabrakan rank ny, saya tidak mau ad lagi yg begituan bikin susah main dan bikin gampang stressnya",2,2026-07-26 03:51:00
"kalau ngasih tim yang sepadan dong, mikir kalau bikin komposisi tim, tim saya isi nya beban semua lah tim musuh jago semua mikir dong moonton",2,2026-07-26 03:49:08
yaudah di download ga bagus🤭😹,5,2026-07-26 03:48:16
game nya sangat seru,5,2026-07-26 03:47:51
"pembagian team saat memulai game sangat tidam adil, musuh rank tertinggi glory sedangkan team saya hanya mentok rank tertinggi legend/mytick, tolong di perbaiki moonton",1,2026-07-26 03:47:25
team kl nob susah,1,2026-07-26 03:45:52
kocak,1,2026-07-26 03:45:44
seru tapi ga bisa main kalo ga ada wifi,4,2026-07-26 03:45:05
gamenya seruu,5,2026-07-26 03:44:44
"permainan yang sangat enak di awal dan bisa bikin stres jika kalah terus menerus, buang buang waktu hanya untuk kalah",1,2026-07-26 03:44:15
"Apalah ini game kalo mactmaking ngestuck dan sering mengkoleb koleb,perbaiki dullu lah fitur mu kasih lawan yang seimbang jangan yang jago mullu kasihnya,makin kesini makin ngebug!!!",1,2026-07-26 03:42:36
monton yang baik tolong jangan pertemukan aku Ama honor padahal aku glory dan musuh nya imo itu gimana ya konsep nya game terbaik emang gini sih wajar,1,2026-07-26 03:42:16
tolong dibenerin itu gamnya saat ada nick yang aneh game jadi frame patah2,1,2026-07-26 03:41:50
plis dong jan nerf2 odette mulu ini udah ampir 5 kali loh montoon kau ni ya cari gegara sama user odette 🤬,5,2026-07-26 03:40:08
sinya nya jelek tim drak sisitem ml burik,1,2026-07-26 03:39:54
moonton knp saat menukarkan kode hadiah tiba2 tertulis terlalu banyak aksi? padahal saya cuman tekan satu kali[ok] tiba tiba 2jam 38 menit untuk mengulang kembali itu yang saya alami moonton plis di perbaiki,3,2026-07-26 03:38:07
"sistem matchmaking gajelas, dapet lawan jago tim nya kayak org bay main, pdhal udah mytich honor",1,2026-07-26 03:37:55
geme nya seru tapi jaringan nya tiba² ngelek waktu main kenapa begitu,2,2026-07-26 03:36:49
semoga monton ngasih team dapat di andalkan terus saat main solo sangat menyenang sekali saat di land of down,4,2026-07-26 03:36:45
kebanyakan dark sistem,3,2026-07-26 03:35:56
aku tadi lagi main tiba tiba kembali ke lobi,1,2026-07-26 03:35:56
Gamenya aneh banget deh,1,2026-07-26 03:34:49
ml game ter seruuuu siehh,5,2026-07-26 03:33:02
matchmakingnya jelek gw ketemu sama pemain yg g bener mlu mainya pokoknya KLO lu orng nya emosian dan g suka sama permainan yg terlalu mengandalkan team jangan main ini POKOKNYA JANGAN,1,2026-07-26 03:32:58
"ws dikit di kasih tim tier rendah, hadehh",5,2026-07-26 03:30:37
moton kasih lah tim yang gg jangan derak sistem semua,1,2026-07-26 03:29:41
😠😠😠😒😒,1,2026-07-26 03:29:39
game full dark sistem,1,2026-07-26 03:27:02
"kalo ga bisa bikin sistem bener seenggak nya jangann kasih tim ga bener' teruss heran tiap-tiap harii gw lostrek win kalo ga 1-2 kenapaa sekarang monton jadi ky gini?saya player lama tapi merasa jadi mulai maless untuk bermain game mobile legends rasanya hampa semenjak dikasih sistem,tim, jaringan bahkan hasil pertandingan saya jadi jelek karna diberikan tim ga bener' sama anda gimana solusinya apakah saya harus menginstal game ini?",1,2026-07-26 03:24:11
seru banget,5,2026-07-26 03:23:59
sistem nya kureng banget mrpuyy,1,2026-07-26 03:23:22
woy Manton kalo beri tim itu yang sepadan dong,1,2026-07-26 03:22:27
"dikasih main sama dark sistem Mulu, gak ada bener nya kalau ngasih tim, gak jelas memang",1,2026-07-26 03:22:16
mantep keren,5,2026-07-26 03:21:18
Monton kenapa Kalo gw login layar nya jadi kecil,1,2026-07-26 03:21:05
"BAGUSS, tapi banyak dark sistem nya, dan kebanyakan Hero fav ku di nerft terus, Silvana collecttor serasa skin elite, revamp lah woi",4,2026-07-26 03:19:13
sangat bagus,5,2026-07-26 03:19:02
match yang tidak seimbang,1,2026-07-26 03:18:18
membuat saya lebih tenang,5,2026-07-26 03:17:10
Seru bgt tapi Kalian udah imo belum? 😹,5,2026-07-26 03:16:58
maantabbb,5,2026-07-26 03:16:51
"tim bot semua, banyak yang ngetroll mana main nya gaje semua lagi minimal ngasi tim yang sepadan co tim nya jelek lawan nya orang orang mytic ga adil lah pokok nya jaringan bagus malah afk, mana pengurangan point nya ga ngotak su pokok nya banyak mines nya ga rekomen buat orang fomo",1,2026-07-26 03:15:25
game haram,1,2026-07-26 03:14:34
Jangan Di download game ini bikin setres,1,2026-07-26 03:14:01
tolong bagusin jaringan dalam game nya sering lek . jaringan Bagus tapi kalo sudah dalam pertandingan ngelek parah,5,2026-07-26 03:09:20
ping gajelas sering merah kuning,1,2026-07-26 03:08:49
bagus bgt tahuu aku suka ml,5,2026-07-26 03:07:35
bagusss tpi agak ngelag,5,2026-07-26 03:07:33
game nya bagus dan enak di main walau sering kalah dan dapat tim yg gak kompak/ beban tapi bagus dulu iseng main tapi sekarang jadi suka dan hero nya banyak,5,2026-07-26 03:07:31
"Halo Moonton, waktu itu aku maen nih aku sudang. gendong tim sampe menang tapi ketika mau nge end mari lampu dan ngeleg tapi aku menang tapi aku GK naek bintang, jadi maless maennya mohon di dengarkan Klien Anda ya Jagan cuma di liat doang",1,2026-07-26 03:07:12
game ini sangattt seruuu walaupun banyakk pemain yang drak sistem tapi game ini tetep seruuuu,5,2026-07-26 03:06:55
sangat seru,5,2026-07-26 03:02:31
"bagus bangett monton cuma ya kalo solo rank kasih tim yg jago ya hehe, jangan pelit pelit, kasiihhh gw 5 fragment hero dong hehehhehhe",5,2026-07-26 03:02:20
cape push rank ketemu dark sistem,1,2026-07-26 02:59:26
"GamePLay Seperti SCAM. SeTiap Hari Poin Ku DiKurangi 10, ALasAn Di LaporKan PLayer Lain ( PadaHaL Tidak MeLakuKan PeLanggarAn, MaLah TerLihat Di DATA PerMainAn MeNyerang Turret TerBanyak ). Sering Dapat PeringatAn Chat Tidak Pantas PadaHaL SeLama PerTandingAn Tidak Chat ApaPun. Mungkin Saya DiKerjai Pegawai Muntoon Yang Tahu Saya, Karena Dia Kerja DiMaLam Hari ( Waktu IndoNesia )",1,2026-07-26 02:59:00
game penghilang penat,5,2026-07-26 02:58:32
kagak gw saranin buat download nih game udah banyak dark sistem di kasih lost streak berkali kali bayangin gw main dari pagi sampe malem dapet nya cuma lost streak dari lagend 1 bintang 4 turun ke apik bintang 3 apa apaan lu mending kata gw hapus aja nih game dari play store udah developer nya kikir cuma bikin sakit mental doang mental gw bentar lagi juga kena nih gara gara nih game mending hapus aja dari play store.,1,2026-07-26 02:58:21
game apa ini matchmaking gak jelas,1,2026-07-26 02:57:36
game sampah tll setiap 1 bintang pengen naik dikasih tim baru main hapus aja ni game dri playstore,1,2026-07-26 02:56:51
sangat memuaskan,5,2026-07-26 02:56:34
gem nya bagus banget pokok nya seru,5,2026-07-26 02:55:55
gua baru naik lejen 4 lo udah kasih gw kalah sampai gw turun epik,5,2026-07-26 02:55:14
game gajelas tim nya bot banget,1,2026-07-26 02:55:12
Gemeyabagus,5,2026-07-26 02:55:06
tolong moonton kenapa akun saya tidak bisa download data ml nya moonton,4,2026-07-26 02:54:33
monton lu kalo kasih tim yg bener lah,1,2026-07-26 02:54:17
bagus,5,2026-07-26 02:53:47
"dongo,,tim dikasih dark sistem musuh dikasih yang jago"" oon banget",1,2026-07-26 02:52:19
"game gk jelas dari awal season tim dark system mulu perbaiki kek match making nya hero,skin cakep semua giliran tim kgk ad yg bener dongo yg punya game",1,2026-07-26 02:50:51
HP saya direset jarak jauh dan saya tidak bisa login kembali menggunakan akun moonton saat mengisi formulir pemulihan akun selalu ditolak oleh bot cs padahal ada bukti top up pertama dan semua bukti top up screenshot akun pribadi juga ada tapi kenapa selalu ditolak oleh cs mohon kembalikan akun saya,2,2026-07-26 02:50:48
jelek..jaringan tdk stabil dan dpt tim yg jelek untuk pemai. solo,2,2026-07-26 02:50:41
sulit ngasih menang main solo dikasih tim bot tim musuh solo jago jago pilih kasih,2,2026-07-26 02:50:35
Game sesat bikin toxic tidak mendidik .main udah bener kasih tim ga ngotak begonya,1,2026-07-26 02:50:15
monton tolong lh perbaiki sistem cari tim yang bagus yang setara gitu sma sma habis honor kek glory kek IMO kek,3,2026-07-26 02:48:55
baik untuk di maikan ber sama teman atau sendiri,5,2026-07-26 02:48:26
jangan mau download game ini buat depresi. giliran satu bintang lagi lengend dikasi tim yg bot emang babi,1,2026-07-26 02:48:19
burik 👎👎👎👎👎,1,2026-07-26 02:47:57
saya maen ML dari season 4 sampe terakhir season kemarin saya udah putuskan tidak lagi maen ML. Bigthanks Mobile legend,3,2026-07-26 02:46:27
game ya bagus tpi naikan tensi aja jangan download kasih naikan tensi aja ini game naikan tensi jangan di download,1,2026-07-26 02:45:53
kenapa saya GK bisa download ya tolong dibantu ya kawan,5,2026-07-26 02:45:47
okelahh cukup buat hilangin stres kecuali kalau kalah Mulu 😉,5,2026-07-26 02:45:27
game anj setiap mau naik pangkat pasti aja dikasih tim yg ga jelas moonton masa iya udh 3 kali turun naik bintang pas setiap mau naik pangkat pasti dikasih tim ga jelas atau dark sistem,2,2026-07-26 02:43:19
game nya bagus banget,5,2026-07-26 02:40:03
2 tahun saya menyukai game ini. kerenn,5,2026-07-26 02:38:34
banyak bug,2,2026-07-26 02:38:22
"pembagian tim yang tidak adil, ada bug event yg ingin saya laporkan tapi tidak bisa",1,2026-07-26 02:35:54
Mesti dapet tim gajelas,1,2026-07-26 02:34:39
"Game nya bagus, menyenangkan.",4,2026-07-26 02:33:43
"pantesan pada pindah ke honor of king lu nya aja ngasih menang 1× kalah 2×, pus ampe pagi malah dikasi loss, gimana ga pada pindah coba",5,2026-07-26 02:33:41
"mau ganti akun utama loh tapi gak bisa,aneh,gak kaya Freefire, langsung bisa gan ti akun",2,2026-07-26 02:32:14
"sinyal lag mulu, padahal jaringan lancar. Server benerin.",1,2026-07-26 02:31:15
gem nya seru dan menghilakan rasa galau,5,2026-07-26 02:30:55
jangan main game ini bikin stress😭😭,1,2026-07-26 02:27:14
1 menang 3 kali kalah kayak mana ko buat sistem gak adil memang enak kalh 3 kali menang 1 kali,1,2026-07-26 02:26:46
monton aku mau wistrek 1 kali lah malah di kasih wistrek banyak tapi bukan wistrek tapi kalah Bae gue eh bujuk gue cuman mau 1 kali Menag di legen mana tim nya bot pliss monton plisss 😓😓😓,1,2026-07-26 02:25:55
"Game gajelas developer nya juga kagak jelas!!!, game kikir!! developer kikir!!",1,2026-07-26 02:24:18
kocak kalo kasi tim yg seimbang napa.masa solo rank honor setim ama legend hdeh,1,2026-07-26 02:24:07
𝒔𝒆𝒓𝒖,5,2026-07-26 02:23:17
grafik nya sangat bagus,4,2026-07-26 02:22:22
game nya buruk,1,2026-07-26 02:22:00
monton kon... napa gua selalu di kasih tim ampas,1,2026-07-26 02:21:15
monton kenapasih sinyal ku tu memang jelek tapi tetap bisa main ko dibilang AFK gimanasi terus kalo akumain awalnya aja bagus terus selesai itu nglek parah tolong di perbaiki terima kasih,5,2026-07-26 02:21:03
"ntah kenapa sering update besar besaran terus padahal hanya inframe utama saja yang di update terus buat hp kentang seperti saya kehabisan ruang dan lag. lalu saat relog tidak bisa kembali ke pertandingan dan berujung afk padahal itu kesalahan pihak moonton sendiri, mohon di perbaiki",1,2026-07-26 02:19:41
keren,5,2026-07-26 02:19:41
ml gratisin kolektor,5,2026-07-26 02:15:41
"ini kenapa moonton saat saya mau mencari pertandingan, Pas ketemu pertandingan nya malah gak langsung masuk malah ngelanjutin hitungan nya kan ini bikin saya bingung + saya rugi karena kredit skor saya malah berkurang padahal saya ENGGAK NGELAKUIN APA PUN DAN INI NGERUGIIN SAYA DAN NGEBUANG WAKTU SAYA MOHON DI LERBAIKI, KALAU KARENA WIFI GAK MUNGKIN PAS SAYA COBA GAME HOK SEBELAH KOK MALAH GPP AJA SEDANGKAN INI KOK MALAH KEK GINI KAJ ANEH 😡😡😡😡😡😡😡😡😡😡😡😡",1,2026-07-26 02:15:16
kasih aku menang montoonnnnnnn,3,2026-07-26 02:13:15
game ini cukup bagus walau dikasih tim yang gak bener. event nya bagus. tapi tolong moonton banyak yang pake cheat,5,2026-07-26 02:12:10
mantap,5,2026-07-26 02:11:43
seru banget,5,2026-07-26 02:11:25
pliss lah moonton yang baik hati tolong di perbaiki setiap mau main hero power malah leg tapi giliran gw main hero tenk jaringan bagus aja gw sengaja kasih bintang 5 biar langsung di baca,5,2026-07-26 02:11:21
"saya uninstall sudah mvp kalah berkali kali tim nya malah dikasih yang jelek terus dan tidak berpengalaman, memang aneh ini sistem nya",1,2026-07-26 02:08:44
